sample_id,word,start,end,ctc_score,fallback_used,reasons
-mJ2ud6oKI8__9,will,1.4625,1.5825,0.2499,False,low_ctc
-mJ2ud6oKI8__9,feel,1.6425,1.7825,0.0001,False,low_ctc
-mJ2ud6oKI8__9,better,1.9825,2.2625,0.3537,False,marginal_ctc
-mJ2ud6oKI8__9,on,2.6825,2.7425,0.0033,False,low_ctc
-mJ2ud6oKI8__9,it's,3.0825,3.2625,0.1818,False,low_ctc
-mJ2ud6oKI8__9,sort,3.3025,3.4025,0.2473,False,low_ctc
-mJ2ud6oKI8__9,of,3.4425,3.5625,0.0,False,low_ctc
-mJ2ud6oKI8__9,like,3.7025,3.8425,0.2492,False,low_ctc;filler_like
-mJ2ud6oKI8__9,flossing,3.8825,4.2825,0.1246,False,low_ctc
-mJ2ud6oKI8__9,teeth,6.0825,6.2425,0.0048,False,low_ctc
-mJ2ud6oKI8__9,for,6.2625,6.3625,0.3319,False,marginal_ctc
-mJ2ud6oKI8__9,the,6.4225,6.5025,0.3329,False,marginal_ctc
-mJ2ud6oKI8__9,first,6.5825,6.7625,0.1866,False,low_ctc
-mJ2ud6oKI8__9,time,6.8025,6.8825,0.0003,False,low_ctc
-mqbVkbCndg__0,at,0.8825,0.9225,0.9994,False,very_short
-mqbVkbCndg__0,a,0.9825,1.0025,0.9942,False,very_short
-mqbVkbCndg__0,in,2.0825,2.1225,0.9997,False,very_short
-mqbVkbCndg__0,in,3.5225,3.5625,0.9997,False,very_short
-qDkUB0GgYY__6,We,0.1025,0.3625,0.4981,False,edge_clip_start
-qDkUB0GgYY__6,to,1.2025,1.2425,0.9883,False,very_short
-qDkUB0GgYY__6,you,1.5625,1.6425,0.9225,False,filler_like
-qDkUB0GgYY__6,like,2.7425,2.9025,0.8213,False,filler_like
-qDkUB0GgYY__6,and,2.9425,3.0025,0.3705,False,marginal_ctc
-qDkUB0GgYY__6,share,3.0225,3.2625,0.1767,False,low_ctc
-qDkUB0GgYY__6,this,3.3225,3.4025,0.3311,False,marginal_ctc
-qDkUB0GgYY__6,video,3.4425,3.5625,0.0284,False,low_ctc
-ri04Z7vwnc__0,going,0.0225,0.1225,0.0024,False,low_ctc;edge_clip_start
-ri04Z7vwnc__0,to,0.1625,0.5225,0.0053,False,low_ctc
-ri04Z7vwnc__0,get,0.6625,1.5825,0.0027,False,low_ctc
-ri04Z7vwnc__0,married,1.7225,1.9225,0.0105,False,low_ctc;overlap_risk
-ri04Z7vwnc__0,or,1.9425,1.9825,0.0056,False,low_ctc;very_short;overlap_risk
-ri04Z7vwnc__0,are,2.0025,2.0625,0.0047,False,low_ctc
-ri04Z7vwnc__0,already,2.1225,2.3425,0.0031,False,low_ctc
-ri04Z7vwnc__0,married,2.4625,2.6825,0.0034,False,low_ctc;edge_clip_end
-ri04Z7vwnc__2,most,0.1025,0.2825,0.0072,False,low_ctc;edge_clip_start
-ri04Z7vwnc__2,people,0.4225,0.8425,0.0182,False,low_ctc
-ri04Z7vwnc__2,think,0.9025,1.3825,0.0078,False,low_ctc
-ri04Z7vwnc__2,it'll,1.4025,1.6025,0.0018,False,low_ctc
-ri04Z7vwnc__2,sort,1.6225,1.8025,0.0711,False,low_ctc
-ri04Z7vwnc__2,itself,1.8625,2.4625,0.0007,False,low_ctc
-ri04Z7vwnc__2,out,2.6625,2.7225,0.189,False,low_ctc
-ri04Z7vwnc__2,we'll,2.7425,2.8825,0.0042,False,low_ctc
-ri04Z7vwnc__2,discuss,2.9025,3.0625,0.0006,False,low_ctc
-ri04Z7vwnc__2,it,3.0825,3.1225,0.0003,False,low_ctc;very_short
-ri04Z7vwnc__2,later,3.1625,3.2625,0.001,False,low_ctc
-ri04Z7vwnc__2,it's,3.2825,3.6025,0.0002,False,low_ctc
-ri04Z7vwnc__2,not,3.7425,3.8225,0.0678,False,low_ctc
-ri04Z7vwnc__2,something,3.8425,4.4025,0.1322,False,low_ctc
-ri04Z7vwnc__2,too,4.4625,4.8625,0.0047,False,low_ctc
-ri04Z7vwnc__2,important,4.9225,5.3425,0.3268,False,marginal_ctc
-ri04Z7vwnc__5,I,0.7825,0.8025,0.0005,False,low_ctc;filler_like;very_short
-ri04Z7vwnc__5,think,0.8825,1.0825,0.0,False,low_ctc
-ri04Z7vwnc__5,it's,1.1225,1.2825,0.0005,False,low_ctc
-ri04Z7vwnc__5,important,1.3225,1.7225,0.3095,False,marginal_ctc
-ri04Z7vwnc__5,to,2.3025,2.3425,0.4905,False,very_short
-ri04Z7vwnc__5,discuss,2.4025,2.8625,0.1421,False,low_ctc
-ri04Z7vwnc__5,finances,2.9025,3.3225,0.0523,False,low_ctc
-s9qJ7ATP7w__0,they,0.0225,0.1025,0.1016,False,low_ctc;edge_clip_start
-s9qJ7ATP7w__0,have,0.1825,0.2825,0.3438,False,marginal_ctc
-s9qJ7ATP7w__0,in,2.1625,2.2025,0.8934,False,very_short
-s9qJ7ATP7w__0,a,2.2625,2.2825,0.8625,False,very_short
-s9qJ7ATP7w__0,they,3.2625,3.3625,0.3276,False,marginal_ctc
-s9qJ7ATP7w__0,in,3.8025,3.8425,0.7193,False,very_short
-s9qJ7ATP7w__0,a,4.1025,4.1225,0.9201,False,very_short
-s9qJ7ATP7w__0,up,6.0825,6.1225,0.9958,False,very_short
-s9qJ7ATP7w__1,But,0.5425,0.8425,0.3192,False,marginal_ctc
-s9qJ7ATP7w__1,in,1.9425,1.9825,0.9907,False,very_short
-s9qJ7ATP7w__4,I,0.1025,0.1225,0.7837,False,filler_like;very_short;edge_clip_start
-s9qJ7ATP7w__4,at,1.3225,1.3625,0.9769,False,very_short
-s9qJ7ATP7w__4,you,2.1425,2.2225,0.9998,False,filler_like
-s9qJ7ATP7w__4,seriously,3.0025,3.4425,0.4115,False,marginal_ctc
-s9qJ7ATP7w__5,I,0.4025,0.4225,0.0003,False,low_ctc;filler_like;very_short
-s9qJ7ATP7w__6,I,1.2425,1.2625,0.7995,False,filler_like;very_short
-s9qJ7ATP7w__7,I,0.5625,0.5825,0.8389,False,filler_like;very_short
-s9qJ7ATP7w__7,to,0.8025,0.8625,0.9762,False,overlap_risk
-s9qJ7ATP7w__7,work,0.8825,0.9825,0.9991,False,overlap_risk
-s9qJ7ATP7w__7,guy,2.0225,2.1225,0.3138,False,marginal_ctc
-s9qJ7ATP7w__7,who,2.1625,2.2225,0.0482,False,low_ctc
-s9qJ7ATP7w__7,a,2.9825,3.0025,0.1206,False,low_ctc;very_short
-s9qJ7ATP7w__7,he,3.3225,3.3625,0.9965,False,very_short
-s9qJ7ATP7w__7,said,3.4425,3.5825,0.2502,False,marginal_ctc
-s9qJ7ATP7w__7,to,3.6225,3.6625,0.0014,False,low_ctc;very_short
-s9qJ7ATP7w__7,of,5.8425,5.8825,0.9933,False,very_short
-s9qJ7ATP7w__8,I,0.6625,0.6825,0.9832,False,filler_like;very_short
-s9qJ7ATP7w__8,said,0.7825,0.9025,0.3168,False,marginal_ctc
-s9qJ7ATP7w__8,Oh,0.9825,1.0625,0.5841,False,filler_like
-s9qJ7ATP7w__8,a,1.3425,1.3625,0.9688,False,very_short
-t217m2on-s__2,But,0.5225,0.6825,0.3087,False,marginal_ctc
-t217m2on-s__2,a,1.3625,1.3825,0.9833,False,very_short
-t217m2on-s__7,If,0.5625,0.6025,0.9999,False,very_short
-t217m2on-s__7,you,0.6425,0.7225,0.9905,False,filler_like
-t217m2on-s__7,you,4.9025,4.9625,0.9994,False,filler_like
-t217m2on-s__7,to,7.9625,8.0025,0.9978,False,very_short
-t217m2on-s__7,a,8.2425,8.2625,0.9959,False,very_short
-t217m2on-s__7,it,10.9025,10.9425,0.9991,False,very_short
-t217m2on-s__7,of,12.0025,12.0425,0.9933,False,very_short
-t217m2on-s__7,a,12.1225,12.1425,0.9856,False,very_short
-t217m2on-s__7,a,13.4825,13.5025,0.9809,False,very_short
-t217m2on-s__7,to,16.0025,16.0425,0.9351,False,very_short
-tANM6ETl_M__3,is,1.4025,1.4425,0.9979,False,very_short
-tANM6ETl_M__3,you,1.8625,1.9425,0.9998,False,filler_like
-tANM6ETl_M__3,a,2.2825,2.3025,0.998,False,very_short
-tANM6ETl_M__3,a,3.0625,3.0825,0.988,False,very_short
-tANM6ETl_M__3,it,4.5225,4.5625,0.9985,False,very_short
-tANM6ETl_M__3,before,4.6625,5.0425,0.9997,False,overlap_risk
-tANM6ETl_M__3,or,5.0625,5.1025,0.0,False,low_ctc;very_short;overlap_risk;overlap_risk
-tANM6ETl_M__3,they've,5.1225,5.3225,0.9352,False,overlap_risk
-tPCytz4rww__10,if,1.9425,1.9825,0.9995,False,very_short
-tPCytz4rww__10,a,2.3825,2.4025,0.9916,False,very_short
-tPCytz4rww__12,and,2.6025,2.6625,0.4329,False,marginal_ctc
-tPCytz4rww__12,going,2.6825,2.8025,0.0184,False,low_ctc;overlap_risk
-tPCytz4rww__12,to,2.8225,2.8825,0.0016,False,low_ctc;overlap_risk
-tPCytz4rww__12,in,3.6225,3.6625,0.9663,False,very_short
-tPCytz4rww__12,as,6.9625,7.0025,0.9982,False,very_short
-tPCytz4rww__16,a,2.1025,2.1225,0.9837,False,very_short
-tPCytz4rww__16,or,3.1425,3.2225,0.3434,False,marginal_ctc
-tPCytz4rww__16,a,4.6625,4.6825,0.907,False,very_short
-tPCytz4rww__16,of,5.8425,5.8825,0.9988,False,very_short
-uywlfIYOS8__4,And,0.1425,0.7825,0.6662,False,edge_clip_start
-uywlfIYOS8__4,a,1.5425,1.5625,0.9907,False,very_short
-uywlfIYOS8__4,of,2.3825,2.4225,0.9838,False,very_short
-vxjVxOeScU__4,You're,0.0025,0.1225,0.0227,False,low_ctc;edge_clip_start
-vxjVxOeScU__4,going,0.5825,0.7025,0.1366,False,low_ctc
-vxjVxOeScU__4,to,0.7425,0.7825,0.6959,False,very_short
-vxjVxOeScU__4,and,4.7625,4.8225,0.3356,False,marginal_ctc
-vxjVxOeScU__4,it,6.4825,6.5225,0.9998,False,very_short
-wMB_hJL-3o__7,if,1.1025,1.1425,1.0,False,very_short
-wMB_hJL-3o__7,you,1.2025,1.2825,1.0,False,filler_like
-wMB_hJL-3o__7,a,1.5225,1.5425,0.8883,False,very_short
-wMB_hJL-3o__7,of,3.7625,3.8025,0.9992,False,very_short
-wMB_hJL-3o__7,you,4.3825,4.4625,0.9999,False,filler_like
-wny0OAz3g8__2,communities,2.4225,2.8025,0.9779,False,overlap_risk
-wny0OAz3g8__2,had,2.8225,2.9025,0.999,False,overlap_risk
-wny0OAz3g8__2,rates,4.2225,4.3825,0.9297,False,overlap_risk
-wny0OAz3g8__2,of,4.4025,4.4625,0.9974,False,overlap_risk
-wny0OAz3g8__5,is,0.7825,0.8225,0.9982,False,very_short
-wny0OAz3g8__5,a,3.1025,3.1225,0.9988,False,very_short
-wny0OAz3g8__7,of,1.9625,2.0025,0.9994,False,very_short
-wny0OAz3g8__7,as,2.7425,2.7825,0.9993,False,very_short
-wny0OAz3g8__7,a,2.8425,2.8625,0.9948,False,very_short
-wny0OAz3g8__7,of,6.6025,6.6425,0.9997,False,very_short
-wny0OAz3g8__9,He,0.0825,0.3825,0.0009,False,low_ctc;edge_clip_start
-wny0OAz3g8__9,to,2.3025,2.3425,0.9674,False,very_short
-wny0OAz3g8__9,in,3.7025,3.7425,0.9444,False,very_short
-wny0OAz3g8__9,of,4.0025,4.0425,0.9966,False,very_short
-yRb-Jum7EQ__1,comes,2.2425,2.9425,0.1592,False,low_ctc
-yRb-Jum7EQ__1,with,3.2625,3.6425,0.1282,False,low_ctc
-yRb-Jum7EQ__1,assistance,5.1625,6.6225,0.3399,False,marginal_ctc
-yRb-Jum7EQ__1,and,6.9625,7.1025,0.0075,False,low_ctc
-yRb-Jum7EQ__1,agitation,7.6825,8.0425,0.2309,False,low_ctc
-yRb-Jum7EQ__1,of,8.0825,8.1225,0.4268,False,marginal_ctc;very_short
-yRb-Jum7EQ__1,states,8.1625,8.4425,0.3068,False,marginal_ctc
-yRb-Jum7EQ__1,and,8.5025,8.6025,0.0001,False,low_ctc
-yRb-Jum7EQ__1,regimes,8.6225,8.8225,0.3309,False,marginal_ctc
-yRb-Jum7EQ__1,Yesterday,9.3025,9.7425,0.2278,False,low_ctc
-yRb-Jum7EQ__1,Iran,9.7825,10.0025,0.4353,False,marginal_ctc
-yRb-Jum7EQ__1,announced,10.0625,11.3825,0.1093,False,low_ctc
-yRb-Jum7EQ__1,that,11.4225,11.6625,0.2333,False,low_ctc
-yRb-Jum7EQ__1,will,11.9425,12.0625,0.18,False,low_ctc
-yRb-Jum7EQ__1,finance,12.1825,12.7425,0.2904,False,marginal_ctc
-yRb-Jum7EQ__1,families,14.2425,14.5625,0.3212,False,marginal_ctc
-yRb-Jum7EQ__1,of,14.6825,14.7625,0.0722,False,low_ctc
-yRb-Jum7EQ__1,terrorists,15.2825,16.0425,0.386,False,marginal_ctc
-yRb-Jum7EQ__1,and,16.1425,16.2025,0.3719,False,marginal_ctc;overlap_risk
-yRb-Jum7EQ__1,murderers,16.2225,16.5225,0.2813,False,marginal_ctc;overlap_risk
-yRb-Jum7EQ__1,this,16.5625,16.7825,0.3248,False,marginal_ctc
-yRb-Jum7EQ__1,shows,17.5625,17.6825,0.0104,False,low_ctc;overlap_risk
-yRb-Jum7EQ__1,that,17.7025,17.8025,0.2232,False,low_ctc;overlap_risk
-yRb-Jum7EQ__1,Iran,17.8625,18.0225,0.2548,False,marginal_ctc
-yRb-Jum7EQ__1,even,18.1825,18.5225,0.3271,False,marginal_ctc
-yRb-Jum7EQ__1,after,18.7825,18.9825,0.2665,False,marginal_ctc
-yRb-Jum7EQ__1,the,19.0225,19.0825,0.003,False,low_ctc;overlap_risk
-yRb-Jum7EQ__1,nuclear,19.1025,19.3225,0.1234,False,low_ctc;overlap_risk
-yRb-Jum7EQ__1,agreement,19.4025,19.8225,0.3497,False,marginal_ctc
-yRb-Jum7EQ__1,is,20.2625,20.4025,0.2413,False,low_ctc
-yRb-Jum7EQ__1,continuing,20.5625,21.8225,0.1389,False,low_ctc;overlap_risk
-yRb-Jum7EQ__1,to,21.8425,21.9225,0.3119,False,marginal_ctc;overlap_risk
-yRb-Jum7EQ__1,aid,22.0225,22.0825,0.0051,False,low_ctc
-yRb-Jum7EQ__1,terrorism,22.1225,22.8425,0.2991,False,marginal_ctc
-yRb-Jum7EQ__1,including,23.0825,23.8825,0.0282,False,low_ctc
-yRb-Jum7EQ__1,terrorism,24.9825,25.4625,0.2754,False,marginal_ctc
-yRb-Jum7EQ__1,Hezbollah,25.5425,26.0625,0.4443,False,marginal_ctc
-yRb-Jum7EQ__1,terrorism,26.8425,27.2025,0.1237,False,low_ctc
-yRb-Jum7EQ__1,and,27.3825,27.5025,0.4114,False,marginal_ctc
-yRb-Jum7EQ__1,its,27.6025,27.7025,0.0153,False,low_ctc
-yRb-Jum7EQ__1,assistance,27.7825,28.1425,0.0989,False,low_ctc
-yRb-Jum7EQ__1,to,28.2025,28.2825,0.0048,False,low_ctc
-yRb-Jum7EQ__5,Yesterday,0.1225,0.4825,0.0699,False,low_ctc;edge_clip_start
-yRb-Jum7EQ__5,lost,1.5025,1.6825,0.0038,False,low_ctc
-yRb-Jum7EQ__5,his,2.7025,2.7825,0.0391,False,low_ctc
-yRb-Jum7EQ__5,life,2.8225,2.9425,0.1252,False,low_ctc
-yRb-Jum7EQ__5,in,2.9825,3.0425,0.3801,False,marginal_ctc
-yRb-Jum7EQ__5,another,3.1025,3.9425,0.4096,False,marginal_ctc
-yRb-Jum7EQ__5,terrorist,4.0625,4.8625,0.2047,False,low_ctc
-yRb-Jum7EQ__5,by,6.6225,6.7225,0.01,False,low_ctc
-yRb-Jum7EQ__5,the,7.4225,7.5225,0.1531,False,low_ctc
-yRb-Jum7EQ__5,students,7.5825,8.1425,0.0573,False,low_ctc
-yRb-Jum7EQ__5,of,8.1825,8.2825,0.0012,False,low_ctc
-yRb-Jum7EQ__5,terrorism,8.4025,8.6825,0.3062,False,marginal_ctc
-yRb-Jum7EQ__5,but,8.7825,9.0825,0.2883,False,marginal_ctc
-yRb-Jum7EQ__5,by,9.2025,9.3625,0.0109,False,low_ctc
-yRb-Jum7EQ__5,those,9.4625,9.7225,0.3397,False,marginal_ctc
-yRb-Jum7EQ__5,who,9.8225,10.0625,0.2578,False,marginal_ctc
-yRb-Jum7EQ__5,teach,10.1025,10.2425,0.1418,False,low_ctc
-yRb-Jum7EQ__5,terrorism,10.4425,10.9825,0.2938,False,marginal_ctc
-yRb-Jum7EQ__5,a,11.1225,11.1425,0.0178,False,low_ctc;very_short
-yRb-Jum7EQ__5,Palestinian,11.2225,11.7225,0.4274,False,marginal_ctc
-yRb-Jum7EQ__5,teacher,12.4625,12.8025,0.3782,False,marginal_ctc
-yRb-Jum7EQ__6,Therefore,0.4025,0.7025,0.2508,False,marginal_ctc
-yRb-Jum7EQ__6,the,0.7425,0.8225,0.0097,False,low_ctc
-yRb-Jum7EQ__6,world,0.8825,1.0425,0.2593,False,marginal_ctc
-yRb-Jum7EQ__6,needs,1.1025,1.5425,0.1747,False,low_ctc
-yRb-Jum7EQ__6,to,1.5625,1.6625,0.0697,False,low_ctc
-yRb-Jum7EQ__6,stand,1.7625,2.0425,0.2133,False,low_ctc
-yRb-Jum7EQ__6,with,2.2225,2.4225,0.2091,False,low_ctc
-yRb-Jum7EQ__6,against,3.8025,4.3825,0.4189,False,marginal_ctc;overlap_risk
-yRb-Jum7EQ__6,this,4.4025,4.6825,0.3527,False,marginal_ctc;overlap_risk
-yRb-Jum7EQ__6,incitement,4.7825,6.6425,0.209,False,low_ctc;slow
-yRb-Jum7EQ__6,which,6.7025,7.0425,0.1455,False,low_ctc
-yRb-Jum7EQ__6,is,7.1025,7.1825,0.0051,False,low_ctc
-yRb-Jum7EQ__6,the,7.5425,7.6225,0.4329,False,marginal_ctc
-yRb-Jum7EQ__6,number,9.7425,9.9225,0.3517,False,marginal_ctc
-yRb-Jum7EQ__6,one,9.9425,10.0225,0.2996,False,marginal_ctc
-yRb-Jum7EQ__6,cause,10.1425,10.2825,0.3199,False,marginal_ctc
-yRb-Jum7EQ__6,of,10.4225,10.4625,0.2019,False,low_ctc;very_short
-yRb-Jum7EQ__6,terrorism,10.5025,10.9825,0.0263,False,low_ctc
